1,2,4.706,2.353,2,4,2,2,2,4,2,1,4,4
1,3,2.6023,1.3011,5,2,4,3,3,3,4,4,4,2
2,1,9.1892,4.5946,2,2,2,2,2,4,1,4,1,4
2,6,5.272,2.636,4,4,3,3,4,1,4,3,2,2
3,1,2.4615,1.2307,4,1,4,1,3,5,4,5,2,2
3,4,2.5842,1.2921,4,4,4,2,2,3,1,5,3,2
3,12,4.6147,2.3073,4,4,4,4,5,4,5,3,2,4
4,3,5.5938,2.7969,3,4,4,2,2,3,1,4,2,4
4,5,2.2641,1.1321,2,2,3,4,3,4,3,3,2,1
4,11,1.8879,0.94396,3,3,1,3,2,5,2,4,5,5
5,4,1.6317,0.81585,4,3,5,2,3,4,4,5,3,4
5,6,6.6821,3.341,2,2,1,4,4,4,2,4,4,3
5,9,6.2588,3.1294,1,3,4,1,3,3,4,2,3,3
6,2,6.0386,3.0193,4,1,4,3,4,3,4,2,2,2
6,5,3.2305,1.6153,2,2,5,1,5,5,4,4,2,4
6,8,1.9876,0.9938,2,5,3,2,2,3,3,2,3,4
7,8,2.8094,1.4047,1,3,5,2,1,4,2,3,4,2
7,18,1.7084,0.85418,1,4,3,3,4,2,4,3,5,4
8,6,1.7647,0.88233,2,5,3,5,1,2,1,1,2,5
8,7,3.8141,1.9071,3,5,3,3,2,3,3,2,4,2
8,9,12.147,6.0737,1,2,4,3,2,2,3,5,5,2
8,16,4.6037,2.3019,3,3,3,2,5,5,3,4,5,2
9,5,2.2148,1.1074,3,4,4,5,1,1,2,4,4,4
9,8,13.439,6.7195,5,1,1,4,2,1,2,1,5,3
9,10,1.7889,0.89444,3,4,2,2,4,4,4,1,3,1
10,9,4.3457,2.1728,4,4,5,4,3,5,4,1,4,2
10,11,4.6421,2.321,4,4,2,5,4,4,3,1,3,1
10,15,5.1616,2.5808,5,5,1,4,4,2,3,2,4,1
10,16,0.90166,0.45083,4,3,2,1,4,2,2,4,3,3
10,17,5.885,2.9425,2,5,4,3,1,1,5,4,1,2
11,4,6.8347,3.4174,4,4,5,4,1,2,3,5,3,2
11,10,6.423,3.2115,3,3,3,5,4,3,2,3,3,2
11,12,6.5271,3.2635,3,3,3,3,5,3,3,2,4,2
11,14,3.4302,1.7151,4,2,4,5,3,2,4,5,2,3
12,3,3.8683,1.9342,1,3,4,2,3,5,3,2,3,4
12,11,4.936,2.468,5,3,2,2,4,4,4,4,2,4
12,13,2.7202,1.3601,2,4,3,2,2,3,3,1,2,5
13,12,1.6518,0.82589,2,5,1,4,1,3,3,1,3,3
13,24,6.3444,3.1722,3,2,5,1,4,3,4,2,2,3
14,11,4.9669,2.4834,1,1,3,4,5,1,5,3,2,1
14,15,2.554,1.277,2,2,2,4,2,4,2,4,3,4
14,23,3.3011,1.6505,4,5,3,4,4,2,4,3,3,4
15,10,11.014,5.5068,4,5,2,2,1,5,2,3,4,2
15,14,4.8527,2.4263,2,3,3,1,2,2,4,2,5,3
15,19,4.074,2.037,1,3,4,1,3,2,3,3,4,5
15,22,5.9822,2.9911,3,4,4,4,1,2,5,3,4,4
16,8,2.9175,1.4588,1,4,3,4,2,4,2,4,4,3
16,10,1.194,0.59699,2,5,4,3,4,4,2,2,1,5
16,17,2.1537,1.0768,4,3,2,2,4,2,3,2,4,1
16,18,2.7561,1.378,4,2,2,2,4,1,2,1,3,4
17,10,11.367,5.6837,5,3,5,2,2,5,3,1,1,3
17,16,2.1708,1.0854,3,1,4,5,2,4,5,2,5,4
17,19,1.2997,0.64983,2,4,3,5,3,4,3,4,4,3
18,7,3.1003,1.5502,5,2,2,3,4,2,4,5,1,3
18,16,1.694,0.84698,4,4,2,5,3,3,5,4,4,2
18,20,4.8683,2.4341,5,2,3,4,4,2,4,3,1,4
19,15,4.2122,2.1061,2,2,4,4,3,1,1,2,5,3
19,17,2.0252,1.0126,2,1,1,1,1,4,2,3,3,3
19,20,3.1763,1.5882,4,2,2,4,1,2,5,4,4,1
20,18,2.6668,1.3334,3,4,5,3,3,1,4,3,3,2
20,19,5.4118,2.7059,3,3,2,4,4,4,2,2,2,5
20,21,5.1354,2.5677,3,4,1,3,5,2,1,4,1,4
20,22,3.8984,1.9492,3,4,2,3,3,4,3,4,2,3
21,20,2.6681,1.3341,4,2,4,3,3,3,1,4,4,4
21,22,2.2667,1.1334,2,1,3,1,3,4,1,4,5,3
21,24,2.0042,1.0021,4,2,3,5,2,1,3,5,4,3
22,15,2.8161,1.4081,3,4,4,3,5,2,1,2,1,1
22,20,4.6992,2.3496,1,1,5,4,2,4,4,2,4,4
22,21,2.9956,1.4978,3,3,1,3,4,3,1,3,2,5
22,23,2.6785,1.3392,3,1,1,1,5,4,2,2,2,1
23,14,4.1023,2.0512,2,2,4,4,4,3,2,5,4,5
23,22,3.522,1.761,4,1,2,3,2,5,5,4,3,5
23,24,3.0415,1.5208,5,4,1,4,5,2,4,3,3,4
24,13,3.9546,1.9773,4,2,2,4,3,3,2,3,1,1
24,21,2.1489,1.0744,1,3,2,2,3,1,4,3,2,3
24,23,1.7452,0.8726,5,3,4,2,4,3,5,2,1,2
